DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2017-2018 Regular Season,02/15/2018,Karl-Anthony Towns,C,Minnesota,LA Lakers,H,32.2,2,9,0,2,6,6,2,16,18,4,4,0,3,2,10
2017-2018 Regular Season,02/15/2018,Jimmy Butler,SF,Minnesota,LA Lakers,H,41.3,7,20,0,7,10,11,1,4,5,4,3,1,1,3,24
2017-2018 Regular Season,02/15/2018,Jeff Teague,PG,Minnesota,LA Lakers,H,34.8,6,9,2,3,6,7,0,3,3,6,2,0,3,1,20
2017-2018 Regular Season,02/15/2018,Gorgui Dieng,PF,Minnesota,LA Lakers,H,15.8,3,7,0,0,0,0,2,3,5,0,2,1,0,1,6
2017-2018 Regular Season,02/15/2018,Jamal Crawford,SG,Minnesota,LA Lakers,H,22.0,6,11,2,6,1,1,0,0,0,3,0,0,1,0,15
2017-2018 Regular Season,02/15/2018,Tyus Jones,PG,Minnesota,LA Lakers,H,13.2,3,4,2,3,0,0,1,0,1,2,2,2,0,0,8
2017-2018 Regular Season,02/15/2018,Nemanja Bjelica,PF,Minnesota,LA Lakers,H,9.5,0,3,0,2,0,0,1,1,2,3,2,0,0,1,0
2017-2018 Regular Season,02/22/2018,Allen Crabbe,SG,Brooklyn,Charlotte,R,31.0,4,15,3,7,0,0,1,1,2,2,3,2,0,0,11
2017-2018 Regular Season,02/22/2018,DeMarre Carroll,SF,Brooklyn,Charlotte,R,32.4,2,11,0,4,2,2,3,2,5,2,2,0,1,1,6
2017-2018 Regular Season,02/22/2018,Jarrett Allen,C,Brooklyn,Charlotte,R,26.3,4,7,0,0,1,2,3,4,7,2,3,1,1,2,9
2017-2018 Regular Season,02/22/2018,D'Angelo Russell,PG,Brooklyn,Charlotte,R,32.4,7,17,2,8,3,3,0,4,4,5,5,0,3,1,19
2017-2018 Regular Season,02/22/2018,Spencer Dinwiddie,PG,Brooklyn,Charlotte,R,33.7,5,14,1,5,1,1,0,4,4,9,4,0,1,1,12
2017-2018 Regular Season,02/22/2018,Quincy Acy,PF,Brooklyn,Charlotte,R,24.2,1,6,1,6,0,0,0,5,5,1,2,1,1,1,3
2017-2018 Regular Season,02/22/2018,Dante Cunningham,SF,Brooklyn,Charlotte,R,26.7,8,12,4,7,2,4,3,9,12,4,2,0,0,1,22
2017-2018 Regular Season,02/22/2018,Joe Harris,SG,Brooklyn,Charlotte,R,29.1,4,8,3,5,1,2,1,1,2,2,1,2,2,1,12
2017-2018 Regular Season,02/22/2018,Nik Stauskas,SG,Brooklyn,Charlotte,R,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/22/2018,Isaiah Whitehead,PG,Brooklyn,Charlotte,R,2.1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,2
2017-2018 Regular Season,02/22/2018,Michael Kidd-Gilchrist,SF,Charlotte,Brooklyn,H,23.6,4,7,0,0,5,5,2,3,5,1,2,0,1,1,13
2017-2018 Regular Season,02/22/2018,Marvin Williams,PF,Charlotte,Brooklyn,H,25.9,3,8,3,5,2,2,0,2,2,2,3,0,3,1,11
2017-2018 Regular Season,02/22/2018,Dwight Howard,C,Charlotte,Brooklyn,H,29.9,6,14,0,0,3,7,8,16,24,1,2,0,3,1,15
2017-2018 Regular Season,02/22/2018,Nicolas Batum,SG,Charlotte,Brooklyn,H,31.8,4,8,2,4,0,0,0,5,5,7,1,1,2,1,10
2017-2018 Regular Season,02/22/2018,Kemba Walker,PG,Charlotte,Brooklyn,H,35.0,12,22,4,8,3,3,0,0,0,7,1,2,1,0,31
2017-2018 Regular Season,02/22/2018,Frank Kaminsky,C,Charlotte,Brooklyn,H,22.2,1,5,1,2,1,1,2,5,7,4,0,0,0,0,4
2017-2018 Regular Season,02/22/2018,Jeremy Lamb,SG,Charlotte,Brooklyn,H,23.1,4,11,1,2,0,0,0,4,4,4,2,0,0,0,9
2017-2018 Regular Season,02/22/2018,Cody Zeller,PF,Charlotte,Brooklyn,H,16.7,3,5,0,0,2,2,1,2,3,1,1,0,0,0,8
2017-2018 Regular Season,02/22/2018,Michael Carter-Williams,PG,Charlotte,Brooklyn,H,16.0,3,4,0,0,0,0,0,1,1,2,1,0,2,1,6
2017-2018 Regular Season,02/22/2018,Treveon Graham,SG,Charlotte,Brooklyn,H,11.8,1,2,0,0,0,0,0,1,1,0,2,0,0,0,2
2017-2018 Regular Season,02/22/2018,Willy Hernangomez,C,Charlotte,Brooklyn,H,1.4,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
2017-2018 Regular Season,02/22/2018,Dwayne Bacon,SG,Charlotte,Brooklyn,H,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/22/2018,Malik Monk,SG,Charlotte,Brooklyn,H,1.4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
2017-2018 Regular Season,02/22/2018,Tim Hardaway Jr.,SG,New York,Orlando,R,34.5,9,19,1,6,4,4,1,2,3,6,2,1,1,1,23
2017-2018 Regular Season,02/22/2018,Michael Beasley,SF,New York,Orlando,R,22.7,2,4,1,1,2,2,0,4,4,3,1,1,1,3,7
2017-2018 Regular Season,02/22/2018,Enes Kanter,C,New York,Orlando,R,21.1,6,9,0,0,0,2,4,8,12,1,2,0,0,1,12
2017-2018 Regular Season,02/22/2018,Courtney Lee,SG,New York,Orlando,R,14.0,4,8,2,4,0,0,0,1,1,2,1,1,0,0,10
2017-2018 Regular Season,02/22/2018,Emmanuel Mudiay,PG,New York,Orlando,R,22.8,4,9,0,2,0,0,1,4,5,4,1,1,2,0,8
2017-2018 Regular Season,02/22/2018,Lance Thomas,PF,New York,Orlando,R,25.3,0,1,0,1,6,6,1,4,5,1,1,1,0,1,6
2017-2018 Regular Season,02/22/2018,Kyle O'Quinn,PF,New York,Orlando,R,18.9,6,8,0,0,2,3,4,4,8,1,1,0,1,3,14
2017-2018 Regular Season,02/22/2018,Frank Ntilikina,PG,New York,Orlando,R,29.8,2,6,0,1,3,4,1,2,3,2,1,1,1,2,7
2017-2018 Regular Season,02/22/2018,Damyean Dotson,SG,New York,Orlando,R,7.4,1,5,1,2,0,0,0,0,0,1,2,0,0,0,3
2017-2018 Regular Season,02/22/2018,Trey Burke,PG,New York,Orlando,R,29.7,12,22,2,5,0,0,2,2,4,6,2,1,1,1,26
2017-2018 Regular Season,02/22/2018,Luke Kornet,PF,New York,Orlando,R,7.7,0,5,0,3,0,0,2,0,2,1,1,0,0,0,0
2017-2018 Regular Season,02/22/2018,Troy Williams,SF,New York,Orlando,R,6.1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,4
2017-2018 Regular Season,02/22/2018,Jonathon Simmons,SG,Orlando,New York,H,29.9,5,10,0,2,2,4,0,4,4,5,2,0,2,0,12
2017-2018 Regular Season,02/22/2018,Aaron Gordon,SF,Orlando,New York,H,24.6,3,9,2,3,1,2,0,5,5,5,0,0,3,1,9
2017-2018 Regular Season,02/22/2018,Nikola Vucevic,C,Orlando,New York,H,24.4,8,11,2,3,1,3,1,5,6,1,2,2,1,2,19
2017-2018 Regular Season,02/22/2018,Evan Fournier,SG,Orlando,New York,H,35.0,9,14,3,6,4,4,0,5,5,5,3,1,0,0,25
2017-2018 Regular Season,02/22/2018,D.J. Augustin,PG,Orlando,New York,H,27.1,3,7,3,5,4,4,0,2,2,4,2,0,1,0,13
2017-2018 Regular Season,02/22/2018,Wes Iwundu,SG,Orlando,New York,H,19.5,3,6,0,1,0,0,1,2,3,0,3,1,2,0,6
2017-2018 Regular Season,02/22/2018,Mario Hezonja,SF,Orlando,New York,H,27.4,7,15,1,4,0,0,1,3,4,2,2,2,1,0,15
2017-2018 Regular Season,02/22/2018,Bismack Biyombo,C,Orlando,New York,H,19.7,0,4,0,0,2,4,1,4,5,0,1,0,0,2,2
2017-2018 Regular Season,02/22/2018,Shelvin Mack,PG,Orlando,New York,H,20.9,4,6,0,0,0,0,1,2,3,4,0,1,3,0,8
2017-2018 Regular Season,02/22/2018,Arron Afflalo,SG,Orlando,New York,H,7.2,1,1,0,0,0,0,0,1,1,2,0,0,0,0,2
2017-2018 Regular Season,02/22/2018,Khem Birch,C,Orlando,New York,H,3.9,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2
2017-2018 Regular Season,02/22/2018,Rashad Vaughn,SG,Orlando,New York,H,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/22/2018,Otto Porter Jr.,SF,Washington,Cleveland,R,29.5,6,11,3,5,0,0,1,7,8,2,2,2,1,0,15
2017-2018 Regular Season,02/22/2018,Markieff Morris,PF,Washington,Cleveland,R,28.4,4,10,1,6,0,0,0,8,8,3,2,2,4,1,9
2017-2018 Regular Season,02/22/2018,Marcin Gortat,C,Washington,Cleveland,R,17.6,3,6,0,0,0,0,0,3,3,0,0,0,0,0,6
2017-2018 Regular Season,02/22/2018,Bradley Beal,SG,Washington,Cleveland,R,35.6,8,19,2,5,0,0,0,2,2,9,2,0,3,2,18
2017-2018 Regular Season,02/22/2018,Tomas Satoransky,SG,Washington,Cleveland,R,31.5,6,7,1,1,4,4,1,3,4,8,4,2,0,0,17
2017-2018 Regular Season,02/22/2018,Kelly Oubre Jr.,SF,Washington,Cleveland,R,32.1,6,12,3,6,2,2,0,5,5,2,2,2,0,0,17
2017-2018 Regular Season,02/22/2018,Ian Mahinmi,C,Washington,Cleveland,R,20.1,3,7,0,0,2,2,4,1,5,2,5,1,1,0,8
2017-2018 Regular Season,02/22/2018,Mike Scott,PF,Washington,Cleveland,R,16.3,4,10,0,2,0,0,2,2,4,0,2,0,1,0,8
2017-2018 Regular Season,02/22/2018,Tim Frazier,PG,Washington,Cleveland,R,11.7,1,2,0,1,0,0,1,3,4,2,3,0,0,0,2
2017-2018 Regular Season,02/22/2018,Jodie Meeks,SG,Washington,Cleveland,R,17.3,3,8,2,4,2,2,0,0,0,1,1,0,0,0,10
2017-2018 Regular Season,02/22/2018,LeBron James,SF,Cleveland,Washington,H,36.6,13,18,1,4,5,9,1,8,9,8,2,2,4,0,32
2017-2018 Regular Season,02/22/2018,Cedi Osman,SF,Cleveland,Washington,H,17.2,2,7,0,2,0,0,0,2,2,0,0,0,0,0,4
2017-2018 Regular Season,02/22/2018,Tristan Thompson,C,Cleveland,Washington,H,27.6,6,7,0,0,0,0,3,6,9,2,2,0,2,1,12
2017-2018 Regular Season,02/22/2018,JR Smith,SG,Cleveland,Washington,H,32.5,6,12,3,8,0,0,0,1,1,0,0,1,1,1,15
2017-2018 Regular Season,02/22/2018,George Hill,PG,Cleveland,Washington,H,31.1,2,10,0,4,2,3,1,2,3,3,2,1,3,0,6
2017-2018 Regular Season,02/22/2018,Rodney Hood,SG,Cleveland,Washington,H,27.2,3,7,2,5,0,0,0,2,2,2,3,0,0,0,8
2017-2018 Regular Season,02/22/2018,Jeff Green,SF,Cleveland,Washington,H,16.4,2,6,0,3,1,1,0,0,0,1,1,0,1,0,5
2017-2018 Regular Season,02/22/2018,Larry Nance Jr.,PF,Cleveland,Washington,H,16.0,3,4,0,0,0,2,1,2,3,0,4,1,1,0,6
2017-2018 Regular Season,02/22/2018,Jordan Clarkson,SG,Cleveland,Washington,H,16.8,3,7,0,3,3,4,0,2,2,2,0,0,1,0,9
2017-2018 Regular Season,02/22/2018,Kyle Korver,SG,Cleveland,Washington,H,18.6,2,6,2,6,0,0,0,5,5,2,1,0,0,0,6
2017-2018 Regular Season,02/22/2018,Robert Covington,SF,Philadelphia,Chicago,R,29.5,3,9,2,7,0,0,0,3,3,1,5,1,0,0,8
2017-2018 Regular Season,02/22/2018,Dario Saric,PF,Philadelphia,Chicago,R,32.2,5,11,1,3,2,4,0,8,8,2,1,0,2,0,13
2017-2018 Regular Season,02/22/2018,Joel Embiid,C,Philadelphia,Chicago,R,34.5,11,17,3,3,5,8,2,11,13,5,2,3,1,4,30
2017-2018 Regular Season,02/22/2018,JJ Redick,SG,Philadelphia,Chicago,R,31.3,4,13,3,8,3,4,0,3,3,2,0,0,1,0,14
2017-2018 Regular Season,02/22/2018,Ben Simmons,PG,Philadelphia,Chicago,R,34.2,13,18,0,0,6,11,3,4,7,11,1,1,2,1,32
2017-2018 Regular Season,02/22/2018,T.J. McConnell,PG,Philadelphia,Chicago,R,24.0,4,7,1,2,0,0,0,0,0,1,4,1,2,0,9
2017-2018 Regular Season,02/22/2018,Amir Johnson,PF,Philadelphia,Chicago,R,13.5,0,0,0,0,3,6,2,2,4,2,2,0,1,0,3
2017-2018 Regular Season,02/22/2018,Marco Belinelli,SG,Philadelphia,Chicago,R,25.1,1,5,1,5,2,2,0,1,1,0,0,1,0,0,5
2017-2018 Regular Season,02/22/2018,Trevor Booker,PF,Philadelphia,Chicago,R,15.7,1,2,0,1,0,0,1,1,2,1,2,0,0,0,2
2017-2018 Regular Season,02/22/2018,David Nwaba,PG,Chicago,Philadelphia,H,33.2,9,14,3,3,0,0,2,7,9,2,6,1,1,1,21
2017-2018 Regular Season,02/22/2018,Lauri Markkanen,PF,Chicago,Philadelphia,H,32.6,1,8,0,5,1,2,4,4,8,0,1,0,1,1,3
2017-2018 Regular Season,02/22/2018,Cristiano Felicio,C,Chicago,Philadelphia,H,11.9,2,3,0,0,1,1,0,3,3,0,3,0,2,1,5
2017-2018 Regular Season,02/22/2018,Zach LaVine,SG,Chicago,Philadelphia,H,31.1,7,16,5,7,4,7,0,3,3,4,3,0,2,0,23
2017-2018 Regular Season,02/22/2018,Kris Dunn,PG,Chicago,Philadelphia,H,28.0,2,11,0,1,1,2,0,4,4,5,3,2,1,0,5
2017-2018 Regular Season,02/22/2018,Bobby Portis,PF,Chicago,Philadelphia,H,33.6,15,26,6,9,2,3,4,4,8,2,4,0,1,0,38
2017-2018 Regular Season,02/22/2018,Denzel Valentine,SG,Chicago,Philadelphia,H,25.6,3,7,2,3,0,0,1,3,4,4,4,1,2,0,8
2017-2018 Regular Season,02/22/2018,Cameron Payne,PG,Chicago,Philadelphia,H,20.1,3,9,1,5,0,0,0,2,2,7,1,1,2,1,7
2017-2018 Regular Season,02/22/2018,Paul Zipser,SF,Chicago,Philadelphia,H,7.1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2
2017-2018 Regular Season,02/22/2018,Noah Vonleh,PF,Chicago,Philadelphia,H,17.0,1,2,1,1,0,0,0,7,7,1,0,0,1,0,3
2017-2018 Regular Season,02/22/2018,Paul George,SF,Oklahoma City,Sacramento,R,37.0,7,17,3,8,9,9,0,7,7,8,1,1,0,0,26
2017-2018 Regular Season,02/22/2018,Carmelo Anthony,SF,Oklahoma City,Sacramento,R,34.5,8,17,7,12,0,0,0,4,4,1,4,0,1,0,23
2017-2018 Regular Season,02/22/2018,Steven Adams,C,Oklahoma City,Sacramento,R,39.3,9,12,0,0,0,2,6,5,11,1,3,2,1,4,18
2017-2018 Regular Season,02/22/2018,Josh Huestis,SF,Oklahoma City,Sacramento,R,14.5,1,4,0,1,0,0,1,1,2,0,1,0,0,1,2
2017-2018 Regular Season,02/22/2018,Russell Westbrook,PG,Oklahoma City,Sacramento,R,38.4,4,14,1,6,8,10,0,15,15,11,1,2,8,0,17
2017-2018 Regular Season,02/22/2018,Alex Abrines,SG,Oklahoma City,Sacramento,R,6.7,1,2,1,2,0,0,0,1,1,0,0,1,1,0,3
2017-2018 Regular Season,02/22/2018,Jerami Grant,SF,Oklahoma City,Sacramento,R,25.3,3,6,0,0,0,0,2,2,4,0,1,0,0,2,6
2017-2018 Regular Season,02/22/2018,Raymond Felton,PG,Oklahoma City,Sacramento,R,17.4,3,10,0,4,1,1,1,3,4,4,2,0,0,0,7
2017-2018 Regular Season,02/22/2018,Patrick Patterson,PF,Oklahoma City,Sacramento,R,13.6,0,1,0,0,2,2,0,1,1,0,0,0,0,0,2
2017-2018 Regular Season,02/22/2018,Terrance Ferguson,SG,Oklahoma City,Sacramento,R,13.5,2,3,2,2,0,0,0,0,0,1,3,0,0,0,6
2017-2018 Regular Season,02/22/2018,Justin Jackson,SF,Sacramento,Oklahoma City,H,26.6,2,8,0,2,0,0,2,2,4,2,2,0,0,0,4
2017-2018 Regular Season,02/22/2018,Willie Cauley-Stein,C,Sacramento,Oklahoma City,H,22.1,4,12,0,0,1,3,2,5,7,0,3,2,0,1,9
2017-2018 Regular Season,02/22/2018,Zach Randolph,PF,Sacramento,Oklahoma City,H,40.0,12,23,4,7,1,1,4,8,12,2,2,0,1,0,29
2017-2018 Regular Season,02/22/2018,Bogdan Bogdanovic,SG,Sacramento,Oklahoma City,H,18.7,1,4,0,1,2,2,0,0,0,2,2,0,5,0,4
2017-2018 Regular Season,02/22/2018,Garrett Temple,SG,Sacramento,Oklahoma City,H,34.2,5,10,3,5,0,0,1,2,3,6,3,1,1,0,13
2017-2018 Regular Season,02/22/2018,Vince Carter,SG,Sacramento,Oklahoma City,H,29.2,5,9,2,6,1,1,0,6,6,5,2,1,1,1,13
2017-2018 Regular Season,02/22/2018,Buddy Hield,SG,Sacramento,Oklahoma City,H,29.1,8,13,3,4,0,0,1,8,9,4,1,1,1,0,19
2017-2018 Regular Season,02/22/2018,Skal Labissiere,PF,Sacramento,Oklahoma City,H,26.5,4,9,0,1,2,4,0,2,2,0,3,0,0,2,10
2017-2018 Regular Season,02/22/2018,Frank Mason,PG,Sacramento,Oklahoma City,H,13.8,1,3,0,1,4,4,0,1,1,2,2,1,0,0,6
2017-2018 Regular Season,02/22/2018,Tobias Harris,PF,LA Clippers,Golden State,R,36.3,7,11,2,3,6,6,0,6,6,5,2,1,3,0,22
2017-2018 Regular Season,02/22/2018,Danilo Gallinari,SF,LA Clippers,Golden State,R,32.4,5,15,1,4,4,6,1,2,3,2,0,0,1,0,15
2017-2018 Regular Season,02/22/2018,DeAndre Jordan,C,LA Clippers,Golden State,R,31.6,5,7,0,0,6,6,5,9,14,3,1,3,4,3,16
2017-2018 Regular Season,02/22/2018,Milos Teodosic,PG,LA Clippers,Golden State,R,27.8,4,11,4,10,2,2,0,1,1,2,2,1,3,0,14
2017-2018 Regular Season,02/22/2018,Austin Rivers,SG,LA Clippers,Golden State,R,37.7,5,10,2,6,2,6,0,3,3,5,3,1,0,0,14
2017-2018 Regular Season,02/22/2018,Tyrone Wallace,SG,LA Clippers,Golden State,R,19.1,3,8,0,2,2,2,1,2,3,3,3,2,0,0,8
2017-2018 Regular Season,02/22/2018,Lou Williams,SG,LA Clippers,Golden State,R,33.7,7,17,2,7,5,5,0,1,1,12,3,1,3,0,21
2017-2018 Regular Season,02/22/2018,Montrezl Harrell,PF,LA Clippers,Golden State,R,16.1,7,8,0,0,1,1,1,3,4,0,2,0,0,0,15
2017-2018 Regular Season,02/22/2018,Sam Dekker,SF,LA Clippers,Golden State,R,3.4,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2
2017-2018 Regular Season,02/22/2018,Boban Marjanovic,C,LA Clippers,Golden State,R,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,02/22/2018,Wesley Johnson,SF,LA Clippers,Golden State,R,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,02/22/2018,Kevin Durant,SF,Golden State,LA Clippers,H,38.1,7,15,2,4,8,10,0,3,3,8,2,0,2,2,24
2017-2018 Regular Season,02/22/2018,Draymond Green,PF,Golden State,LA Clippers,H,37.2,5,8,1,2,3,6,1,7,8,6,4,2,2,1,14
2017-2018 Regular Season,02/22/2018,JaVale McGee,C,Golden State,LA Clippers,H,13.8,3,6,0,0,0,0,0,4,4,0,3,1,0,0,6
2017-2018 Regular Season,02/22/2018,Klay Thompson,SG,Golden State,LA Clippers,H,36.1,8,16,2,5,1,2,0,2,2,1,4,0,2,1,19
2017-2018 Regular Season,02/22/2018,Stephen Curry,PG,Golden State,LA Clippers,H,37.1,14,19,8,11,8,8,1,5,6,10,4,2,4,0,44
2017-2018 Regular Season,02/22/2018,Zaza Pachulia,C,Golden State,LA Clippers,H,7.5,1,1,0,0,4,4,0,0,0,1,2,0,0,0,6
2017-2018 Regular Season,02/22/2018,Andre Iguodala,SF,Golden State,LA Clippers,H,26.0,3,3,0,0,0,2,0,2,2,1,1,1,1,2,6
2017-2018 Regular Season,02/22/2018,Nick Young,SG,Golden State,LA Clippers,H,14.5,1,3,1,3,0,0,0,1,1,0,1,0,0,0,3
2017-2018 Regular Season,02/22/2018,David West,PF,Golden State,LA Clippers,H,15.0,4,4,0,0,2,2,1,2,3,2,1,1,2,1,10
2017-2018 Regular Season,02/22/2018,Shaun Livingston,PG,Golden State,LA Clippers,H,14.8,1,2,0,0,0,0,0,3,3,2,2,1,2,1,2
2017-2018 Regular Season,02/23/2018,Jayson Tatum,SF,Boston,Detroit,R,20.7,6,9,2,3,1,1,0,1,1,0,2,0,1,1,15
2017-2018 Regular Season,02/23/2018,Al Horford,C,Boston,Detroit,R,26.7,1,6,1,3,0,0,1,4,5,4,3,0,2,1,3
2017-2018 Regular Season,02/23/2018,Aron Baynes,C,Boston,Detroit,R,2.7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
2017-2018 Regular Season,02/23/2018,Jaylen Brown,SF,Boston,Detroit,R,24.2,2,8,0,2,4,4,1,2,3,2,1,1,0,1,8
2017-2018 Regular Season,02/23/2018,Kyrie Irving,PG,Boston,Detroit,R,28.7,7,14,4,9,0,0,0,5,5,6,2,1,1,0,18
2017-2018 Regular Season,02/23/2018,Greg Monroe,C,Boston,Detroit,R,19.4,4,7,0,0,0,2,2,3,5,2,3,2,1,0,8
2017-2018 Regular Season,02/23/2018,Marcus Morris,SF,Boston,Detroit,R,24.9,5,13,3,8,2,2,1,5,6,2,2,1,2,0,15
2017-2018 Regular Season,02/23/2018,Marcus Smart,PG,Boston,Detroit,R,25.9,5,9,2,6,0,0,0,3,3,6,1,0,3,0,12
2017-2018 Regular Season,02/23/2018,Daniel Theis,PF,Boston,Detroit,R,20.9,8,10,2,2,1,2,4,3,7,0,4,2,0,2,19
2017-2018 Regular Season,02/23/2018,Terry Rozier,PG,Boston,Detroit,R,24.2,3,9,3,6,2,5,1,4,5,7,1,1,1,0,11
2017-2018 Regular Season,02/23/2018,Semi Ojeleye,PF,Boston,Detroit,R,19.8,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0
2017-2018 Regular Season,02/23/2018,Abdel Nader,SF,Boston,Detroit,R,2.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2017-2018 Regular Season,02/23/2018,Stanley Johnson,SF,Detroit,Boston,H,28.7,3,12,1,6,5,8,1,3,4,1,3,2,1,0,12
2017-2018 Regular Season,02/23/2018,Blake Griffin,PF,Detroit,Boston,H,35.3,5,19,2,5,5,5,0,4,4,1,4,0,6,0,17
2017-2018 Regular Season,02/23/2018,Andre Drummond,C,Detroit,Boston,H,31.3,6,8,0,0,3,4,6,11,17,0,1,0,1,3,15
2017-2018 Regular Season,02/23/2018,Reggie Bullock,SF,Detroit,Boston,H,31.1,5,13,3,9,0,0,0,1,1,1,1,0,1,1,13
2017-2018 Regular Season,02/23/2018,Ish Smith,PG,Detroit,Boston,H,32.8,9,11,1,2,1,2,1,1,2,6,2,0,2,0,20
2017-2018 Regular Season,02/23/2018,Anthony Tolliver,PF,Detroit,Boston,H,26.6,3,9,3,6,0,0,1,7,8,1,3,1,0,0,9
2017-2018 Regular Season,02/23/2018,James Ennis III,SF,Detroit,Boston,H,19.3,3,6,0,2,0,2,2,2,4,0,1,0,1,0,6
2017-2018 Regular Season,02/23/2018,Jameer Nelson,PG,Detroit,Boston,H,13.2,2,3,0,1,0,0,1,2,3,3,2,0,1,0,4
2017-2018 Regular Season,02/23/2018,Luke Kennard,SG,Detroit,Boston,H,16.9,1,3,0,2,0,0,0,1,1,1,1,1,0,0,2
2017-2018 Regular Season,02/23/2018,Eric Moreland,PF,Detroit,Boston,H,2.9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2017-2018 Regular Season,02/23/2018,Dwight Buycks,PG,Detroit,Boston,H,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-2018 Regular Season,02/23/2018,Taurean Prince,SF,Atlanta,Indiana,R,27.4,6,14,2,7,0,0,2,5,7,2,5,3,6,0,14
2017-2018 Regular Season,02/23/2018,John Collins,PF,Atlanta,Indiana,R,30.5,4,6,0,0,1,2,2,7,9,0,3,0,0,2,9
2017-2018 Regular Season,02/23/2018,Dewayne Dedmon,C,Atlanta,Indiana,R,11.5,1,2,1,2,0,0,0,2,2,0,2,0,0,0,3
2017-2018 Regular Season,02/23/2018,Kent Bazemore,SF,Atlanta,Indiana,R,28.4,5,10,0,3,2,3,1,4,5,2,1,0,3,1,12
2017-2018 Regular Season,02/23/2018,Dennis Schroder,PG,Atlanta,Indiana,R,27.3,3,12,0,3,3,4,1,1,2,2,4,1,4,0,9
2017-2018 Regular Season,02/23/2018,Miles Plumlee,C,Atlanta,Indiana,R,18.9,2,4,0,0,0,0,0,2,2,0,3,0,1,3,4
2017-2018 Regular Season,02/23/2018,Tyler Dorsey,SG,Atlanta,Indiana,R,22.2,4,10,3,8,0,0,0,2,2,1,0,1,2,0,11
2017-2018 Regular Season,02/23/2018,Mike Muscala,C,Atlanta,Indiana,R,24.4,2,8,0,4,2,2,0,5,5,0,0,2,2,0,6
2017-2018 Regular Season,02/23/2018,Isaiah Taylor,PG,Atlanta,Indiana,R,22.6,7,10,0,2,3,4,0,0,0,6,0,2,2,0,17
2017-2018 Regular Season,02/23/2018,DeAndre' Bembry,SF,Atlanta,Indiana,R,25.8,3,5,1,1,1,4,0,6,6,1,2,0,2,1,8
2017-2018 Regular Season,02/23/2018,Andrew White III,SF,Atlanta,Indiana,R,1.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/23/2018,Bojan Bogdanovic,SF,Indiana,Atlanta,H,31.3,4,9,0,3,4,4,2,1,3,1,1,1,3,0,12
2017-2018 Regular Season,02/23/2018,Thaddeus Young,PF,Indiana,Atlanta,H,31.8,9,16,2,4,0,0,0,4,4,1,3,5,3,1,20
2017-2018 Regular Season,02/23/2018,Myles Turner,C,Indiana,Atlanta,H,22.2,3,8,1,3,0,0,2,6,8,2,4,0,2,1,7
2017-2018 Regular Season,02/23/2018,Victor Oladipo,SG,Indiana,Atlanta,H,28.1,5,16,2,6,2,2,2,5,7,9,5,4,2,1,14
2017-2018 Regular Season,02/23/2018,Cory Joseph,SG,Indiana,Atlanta,H,25.9,7,13,0,1,1,2,1,3,4,4,2,4,2,0,15
2017-2018 Regular Season,02/23/2018,Joe Young,PG,Indiana,Atlanta,H,22.1,2,7,2,3,0,0,0,8,8,1,1,1,2,0,6
2017-2018 Regular Season,02/23/2018,Domantas Sabonis,PF,Indiana,Atlanta,H,30.2,9,13,1,2,2,3,5,8,13,3,1,0,1,0,21
2017-2018 Regular Season,02/23/2018,Glenn Robinson III,SG,Indiana,Atlanta,H,18.6,2,6,0,1,0,0,2,0,2,1,2,0,1,0,4
2017-2018 Regular Season,02/23/2018,Lance Stephenson,SG,Indiana,Atlanta,H,26.1,6,12,1,5,0,0,1,7,8,8,0,2,1,0,13
2017-2018 Regular Season,02/23/2018,Alex Poythress,SF,Indiana,Atlanta,H,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,02/23/2018,Trey McKinney-Jones,SG,Indiana,Atlanta,H,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
